problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,replicate_id,seed,directory
smallest,cohort,100,0_00000,True,False,-1,300,100,100,28,138128,smallest/cohort/100/0_00000/138128/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,29,138129,smallest/cohort/100/0_00000/138129/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,30,138130,smallest/cohort/100/0_00000/138130/
smallest,cohort,100,0_00000,True,False,-1,300,96,96,31,138131,smallest/cohort/100/0_00000/138131/
smallest,cohort,100,0_00000,False,True,177,176,96,96,32,138132,smallest/cohort/100/0_00000/138132/
smallest,cohort,100,0_00000,False,True,37,36,100,100,33,138133,smallest/cohort/100/0_00000/138133/
smallest,cohort,100,0_00000,False,True,279,278,100,100,34,138134,smallest/cohort/100/0_00000/138134/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,35,138135,smallest/cohort/100/0_00000/138135/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,36,138136,smallest/cohort/100/0_00000/138136/
smallest,cohort,100,0_00000,False,True,116,115,97,97,37,138137,smallest/cohort/100/0_00000/138137/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,38,138138,smallest/cohort/100/0_00000/138138/
smallest,cohort,100,0_00000,False,True,105,104,100,100,39,138139,smallest/cohort/100/0_00000/138139/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,40,138140,smallest/cohort/100/0_00000/138140/
smallest,cohort,100,0_00000,True,False,-1,300,95,95,41,138141,smallest/cohort/100/0_00000/138141/
smallest,cohort,100,0_00000,False,True,44,43,100,100,42,138142,smallest/cohort/100/0_00000/138142/
smallest,cohort,100,0_00000,False,True,54,53,100,100,43,138143,smallest/cohort/100/0_00000/138143/
smallest,cohort,100,0_00000,False,True,262,261,100,100,44,138144,smallest/cohort/100/0_00000/138144/
smallest,cohort,100,0_00000,False,True,179,178,100,100,45,138145,smallest/cohort/100/0_00000/138145/
smallest,cohort,100,0_00000,False,True,190,189,100,100,46,138146,smallest/cohort/100/0_00000/138146/
smallest,cohort,100,0_00000,False,True,230,229,100,100,47,138147,smallest/cohort/100/0_00000/138147/
smallest,cohort,100,0_00000,False,True,184,183,100,100,48,138148,smallest/cohort/100/0_00000/138148/
smallest,cohort,100,0_00000,False,True,248,247,100,100,49,138149,smallest/cohort/100/0_00000/138149/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,0,138200,smallest/cohort/100/0_50000/138200/
smallest,cohort,100,0_50000,False,True,96,95,100,100,1,138201,smallest/cohort/100/0_50000/138201/
smallest,cohort,100,0_50000,True,False,-1,300,97,88,2,138202,smallest/cohort/100/0_50000/138202/
smallest,cohort,100,0_50000,False,True,121,120,100,96,3,138203,smallest/cohort/100/0_50000/138203/
smallest,cohort,100,0_50000,False,True,171,170,99,99,4,138204,smallest/cohort/100/0_50000/138204/
smallest,cohort,100,0_50000,False,True,176,175,100,100,5,138205,smallest/cohort/100/0_50000/138205/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,6,138206,smallest/cohort/100/0_50000/138206/
smallest,cohort,100,0_50000,False,True,202,201,100,100,7,138207,smallest/cohort/100/0_50000/138207/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,8,138208,smallest/cohort/100/0_50000/138208/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,9,138209,smallest/cohort/100/0_50000/138209/
smallest,cohort,100,0_50000,False,True,277,276,100,100,10,138210,smallest/cohort/100/0_50000/138210/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,11,138211,smallest/cohort/100/0_50000/138211/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,12,138212,smallest/cohort/100/0_50000/138212/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,13,138213,smallest/cohort/100/0_50000/138213/
smallest,cohort,100,0_50000,False,True,47,46,98,95,14,138214,smallest/cohort/100/0_50000/138214/
smallest,cohort,100,0_50000,False,True,181,180,100,100,15,138215,smallest/cohort/100/0_50000/138215/
smallest,cohort,100,0_50000,True,False,-1,300,99,99,16,138216,smallest/cohort/100/0_50000/138216/
smallest,cohort,100,0_50000,False,True,63,62,98,92,17,138217,smallest/cohort/100/0_50000/138217/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,18,138218,smallest/cohort/100/0_50000/138218/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,19,138219,smallest/cohort/100/0_50000/138219/
smallest,cohort,100,0_50000,True,False,-1,300,96,93,20,138220,smallest/cohort/100/0_50000/138220/
smallest,cohort,100,0_50000,False,True,166,165,100,100,21,138221,smallest/cohort/100/0_50000/138221/
smallest,cohort,100,0_50000,False,True,148,147,100,100,22,138222,smallest/cohort/100/0_50000/138222/
smallest,cohort,100,0_50000,False,True,115,114,100,100,23,138223,smallest/cohort/100/0_50000/138223/
smallest,cohort,100,0_50000,True,False,-1,300,100,96,24,138224,smallest/cohort/100/0_50000/138224/
smallest,cohort,100,0_50000,False,True,45,44,100,100,25,138225,smallest/cohort/100/0_50000/138225/
smallest,cohort,100,0_50000,False,True,141,140,100,100,26,138226,smallest/cohort/100/0_50000/138226/
smallest,cohort,100,0_50000,False,True,195,194,100,100,27,138227,smallest/cohort/100/0_50000/138227/
smallest,cohort,100,0_50000,False,True,138,137,100,95,28,138228,smallest/cohort/100/0_50000/138228/
smallest,cohort,100,0_50000,False,True,165,164,100,100,29,138229,smallest/cohort/100/0_50000/138229/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,30,138230,smallest/cohort/100/0_50000/138230/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,31,138231,smallest/cohort/100/0_50000/138231/
smallest,cohort,100,0_50000,False,True,292,291,100,97,32,138232,smallest/cohort/100/0_50000/138232/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,33,138233,smallest/cohort/100/0_50000/138233/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,34,138234,smallest/cohort/100/0_50000/138234/
smallest,cohort,100,0_50000,True,False,-1,300,96,93,35,138235,smallest/cohort/100/0_50000/138235/
smallest,cohort,100,0_50000,False,True,70,69,100,100,36,138236,smallest/cohort/100/0_50000/138236/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,37,138237,smallest/cohort/100/0_50000/138237/
smallest,cohort,100,0_50000,False,True,200,199,100,100,38,138238,smallest/cohort/100/0_50000/138238/
smallest,cohort,100,0_50000,False,True,119,118,100,100,39,138239,smallest/cohort/100/0_50000/138239/
smallest,cohort,100,0_50000,True,False,-1,300,100,97,40,138240,smallest/cohort/100/0_50000/138240/
smallest,cohort,100,0_50000,True,False,-1,300,100,97,41,138241,smallest/cohort/100/0_50000/138241/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,42,138242,smallest/cohort/100/0_50000/138242/
smallest,cohort,100,0_50000,True,False,-1,300,99,99,43,138243,smallest/cohort/100/0_50000/138243/
smallest,cohort,100,0_50000,False,True,126,125,98,98,44,138244,smallest/cohort/100/0_50000/138244/
smallest,cohort,100,0_50000,True,False,-1,300,97,90,45,138245,smallest/cohort/100/0_50000/138245/
smallest,cohort,100,0_50000,False,True,292,291,100,100,46,138246,smallest/cohort/100/0_50000/138246/
smallest,cohort,100,0_50000,True,False,-1,300,96,91,47,138247,smallest/cohort/100/0_50000/138247/
smallest,cohort,100,0_50000,False,True,177,176,100,100,48,138248,smallest/cohort/100/0_50000/138248/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,49,138249,smallest/cohort/100/0_50000/138249/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,0,139100,smallest/cohort/50/0_00000/139100/
smallest,cohort,50,0_00000,False,True,146,145,49,49,1,139101,smallest/cohort/50/0_00000/139101/
smallest,cohort,50,0_00000,False,True,381,380,50,50,2,139102,smallest/cohort/50/0_00000/139102/
smallest,cohort,50,0_00000,False,True,77,76,50,50,3,139103,smallest/cohort/50/0_00000/139103/
smallest,cohort,50,0_00000,False,True,331,330,50,50,4,139104,smallest/cohort/50/0_00000/139104/
smallest,cohort,50,0_00000,False,True,118,117,50,50,5,139105,smallest/cohort/50/0_00000/139105/
smallest,cohort,50,0_00000,False,True,98,97,50,50,6,139106,smallest/cohort/50/0_00000/139106/
smallest,cohort,50,0_00000,False,True,183,182,50,50,7,139107,smallest/cohort/50/0_00000/139107/
smallest,cohort,50,0_00000,False,True,173,172,50,50,8,139108,smallest/cohort/50/0_00000/139108/
smallest,cohort,50,0_00000,False,True,210,209,50,50,9,139109,smallest/cohort/50/0_00000/139109/
smallest,cohort,50,0_00000,False,True,477,476,50,50,10,139110,smallest/cohort/50/0_00000/139110/
smallest,cohort,50,0_00000,False,True,461,460,50,50,11,139111,smallest/cohort/50/0_00000/139111/
smallest,cohort,50,0_00000,False,True,294,293,50,50,12,139112,smallest/cohort/50/0_00000/139112/
smallest,cohort,50,0_00000,False,True,286,285,50,50,13,139113,smallest/cohort/50/0_00000/139113/
smallest,cohort,50,0_00000,False,True,255,254,50,50,14,139114,smallest/cohort/50/0_00000/139114/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,15,139115,smallest/cohort/50/0_00000/139115/
smallest,cohort,50,0_00000,False,True,320,319,50,50,16,139116,smallest/cohort/50/0_00000/139116/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,17,139117,smallest/cohort/50/0_00000/139117/
smallest,cohort,50,0_00000,False,True,149,148,50,50,18,139118,smallest/cohort/50/0_00000/139118/
smallest,cohort,50,0_00000,False,True,290,289,50,50,19,139119,smallest/cohort/50/0_00000/139119/
smallest,cohort,50,0_00000,False,True,256,255,50,50,20,139120,smallest/cohort/50/0_00000/139120/
smallest,cohort,50,0_00000,False,True,483,482,49,49,21,139121,smallest/cohort/50/0_00000/139121/
smallest,cohort,50,0_00000,False,True,281,280,50,50,22,139122,smallest/cohort/50/0_00000/139122/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,23,139123,smallest/cohort/50/0_00000/139123/
smallest,cohort,50,0_00000,False,True,144,143,50,50,24,139124,smallest/cohort/50/0_00000/139124/
smallest,cohort,50,0_00000,False,True,358,357,50,50,25,139125,smallest/cohort/50/0_00000/139125/
smallest,cohort,50,0_00000,False,True,166,165,50,50,26,139126,smallest/cohort/50/0_00000/139126/
smallest,cohort,50,0_00000,False,True,255,254,50,50,27,139127,smallest/cohort/50/0_00000/139127/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,28,139128,smallest/cohort/50/0_00000/139128/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,29,139129,smallest/cohort/50/0_00000/139129/
smallest,cohort,50,0_00000,False,True,128,127,49,49,30,139130,smallest/cohort/50/0_00000/139130/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,31,139131,smallest/cohort/50/0_00000/139131/
smallest,cohort,50,0_00000,False,True,142,141,50,50,32,139132,smallest/cohort/50/0_00000/139132/
smallest,cohort,50,0_00000,False,True,353,352,50,50,33,139133,smallest/cohort/50/0_00000/139133/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,34,139134,smallest/cohort/50/0_00000/139134/
smallest,cohort,50,0_00000,False,True,99,98,50,50,35,139135,smallest/cohort/50/0_00000/139135/
smallest,cohort,50,0_00000,False,True,57,56,50,50,36,139136,smallest/cohort/50/0_00000/139136/
smallest,cohort,50,0_00000,False,True,222,221,50,50,37,139137,smallest/cohort/50/0_00000/139137/
smallest,cohort,50,0_00000,False,True,520,519,50,50,38,139138,smallest/cohort/50/0_00000/139138/
smallest,cohort,50,0_00000,False,True,240,239,50,50,39,139139,smallest/cohort/50/0_00000/139139/
smallest,cohort,50,0_00000,False,True,417,416,50,50,40,139140,smallest/cohort/50/0_00000/139140/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,41,139141,smallest/cohort/50/0_00000/139141/
smallest,cohort,50,0_00000,False,True,184,183,50,50,42,139142,smallest/cohort/50/0_00000/139142/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,43,139143,smallest/cohort/50/0_00000/139143/
smallest,cohort,50,0_00000,False,True,286,285,50,50,44,139144,smallest/cohort/50/0_00000/139144/
smallest,cohort,50,0_00000,False,True,263,262,50,50,45,139145,smallest/cohort/50/0_00000/139145/
smallest,cohort,50,0_00000,False,True,140,139,50,50,46,139146,smallest/cohort/50/0_00000/139146/
smallest,cohort,50,0_00000,False,True,487,486,50,50,47,139147,smallest/cohort/50/0_00000/139147/
smallest,cohort,50,0_00000,False,True,571,570,50,50,48,139148,smallest/cohort/50/0_00000/139148/
smallest,cohort,50,0_00000,False,True,34,33,49,49,49,139149,smallest/cohort/50/0_00000/139149/
smallest,cohort,50,0_50000,False,True,142,141,50,50,0,139200,smallest/cohort/50/0_50000/139200/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,1,139201,smallest/cohort/50/0_50000/139201/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,2,139202,smallest/cohort/50/0_50000/139202/
smallest,cohort,50,0_50000,False,True,238,237,50,50,3,139203,smallest/cohort/50/0_50000/139203/
smallest,cohort,50,0_50000,False,True,122,121,50,50,4,139204,smallest/cohort/50/0_50000/139204/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,5,139205,smallest/cohort/50/0_50000/139205/
smallest,cohort,50,0_50000,False,True,207,206,50,48,6,139206,smallest/cohort/50/0_50000/139206/
smallest,cohort,50,0_50000,True,False,-1,600,50,48,7,139207,smallest/cohort/50/0_50000/139207/
smallest,cohort,50,0_50000,False,True,74,73,49,49,8,139208,smallest/cohort/50/0_50000/139208/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,9,139209,smallest/cohort/50/0_50000/139209/
smallest,cohort,50,0_50000,False,True,409,408,50,50,10,139210,smallest/cohort/50/0_50000/139210/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,11,139211,smallest/cohort/50/0_50000/139211/
smallest,cohort,50,0_50000,False,True,232,231,50,50,12,139212,smallest/cohort/50/0_50000/139212/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,13,139213,smallest/cohort/50/0_50000/139213/
smallest,cohort,50,0_50000,False,True,347,346,50,50,14,139214,smallest/cohort/50/0_50000/139214/
smallest,cohort,50,0_50000,False,True,136,135,50,49,15,139215,smallest/cohort/50/0_50000/139215/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,16,139216,smallest/cohort/50/0_50000/139216/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,17,139217,smallest/cohort/50/0_50000/139217/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,18,139218,smallest/cohort/50/0_50000/139218/
smallest,cohort,50,0_50000,False,True,80,79,50,50,19,139219,smallest/cohort/50/0_50000/139219/
smallest,cohort,50,0_50000,False,True,414,413,50,50,20,139220,smallest/cohort/50/0_50000/139220/
smallest,cohort,50,0_50000,False,True,72,71,50,48,21,139221,smallest/cohort/50/0_50000/139221/
smallest,cohort,50,0_50000,False,True,49,48,50,50,22,139222,smallest/cohort/50/0_50000/139222/
smallest,cohort,50,0_50000,False,True,171,170,50,50,23,139223,smallest/cohort/50/0_50000/139223/
smallest,cohort,50,0_50000,False,True,157,156,50,50,24,139224,smallest/cohort/50/0_50000/139224/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,25,139225,smallest/cohort/50/0_50000/139225/
smallest,cohort,50,0_50000,False,True,348,347,50,50,26,139226,smallest/cohort/50/0_50000/139226/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,27,139227,smallest/cohort/50/0_50000/139227/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,28,139228,smallest/cohort/50/0_50000/139228/
smallest,cohort,50,0_50000,False,True,196,195,50,50,29,139229,smallest/cohort/50/0_50000/139229/
smallest,cohort,50,0_50000,False,True,158,157,50,50,30,139230,smallest/cohort/50/0_50000/139230/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,31,139231,smallest/cohort/50/0_50000/139231/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,32,139232,smallest/cohort/50/0_50000/139232/
smallest,cohort,50,0_50000,False,True,241,240,50,50,33,139233,smallest/cohort/50/0_50000/139233/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,34,139234,smallest/cohort/50/0_50000/139234/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,35,139235,smallest/cohort/50/0_50000/139235/
smallest,cohort,50,0_50000,False,True,267,266,50,50,36,139236,smallest/cohort/50/0_50000/139236/
smallest,cohort,50,0_50000,True,False,-1,600,50,48,37,139237,smallest/cohort/50/0_50000/139237/
smallest,cohort,50,0_50000,False,True,120,119,50,50,38,139238,smallest/cohort/50/0_50000/139238/
smallest,cohort,50,0_50000,False,True,274,273,50,50,39,139239,smallest/cohort/50/0_50000/139239/
smallest,cohort,50,0_50000,False,True,200,199,50,50,40,139240,smallest/cohort/50/0_50000/139240/
smallest,cohort,50,0_50000,False,True,354,353,50,50,41,139241,smallest/cohort/50/0_50000/139241/
smallest,cohort,50,0_50000,False,True,135,134,50,50,42,139242,smallest/cohort/50/0_50000/139242/
smallest,cohort,50,0_50000,False,True,247,246,50,50,43,139243,smallest/cohort/50/0_50000/139243/
smallest,cohort,50,0_50000,False,True,390,389,50,50,44,139244,smallest/cohort/50/0_50000/139244/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,45,139245,smallest/cohort/50/0_50000/139245/
smallest,cohort,50,0_50000,True,False,-1,600,50,50,46,139246,smallest/cohort/50/0_50000/139246/
smallest,cohort,50,0_50000,False,True,505,504,50,50,47,139247,smallest/cohort/50/0_50000/139247/
smallest,cohort,50,0_50000,False,True,125,124,49,48,48,139248,smallest/cohort/50/0_50000/139248/
smallest,cohort,50,0_50000,False,True,198,197,50,50,49,139249,smallest/cohort/50/0_50000/139249/
smallest,cohort,25,0_00000,False,True,587,586,25,25,0,140100,smallest/cohort/25/0_00000/140100/
smallest,cohort,25,0_00000,False,True,570,569,25,25,1,140101,smallest/cohort/25/0_00000/140101/
smallest,cohort,25,0_00000,False,True,188,187,25,25,2,140102,smallest/cohort/25/0_00000/140102/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,3,140103,smallest/cohort/25/0_00000/140103/
smallest,cohort,25,0_00000,False,True,93,92,25,25,4,140104,smallest/cohort/25/0_00000/140104/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,5,140105,smallest/cohort/25/0_00000/140105/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,6,140106,smallest/cohort/25/0_00000/140106/
smallest,cohort,25,0_00000,False,True,406,405,25,25,7,140107,smallest/cohort/25/0_00000/140107/
smallest,cohort,25,0_00000,False,True,269,268,25,25,8,140108,smallest/cohort/25/0_00000/140108/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,9,140109,smallest/cohort/25/0_00000/140109/
smallest,cohort,25,0_00000,False,True,833,832,25,25,10,140110,smallest/cohort/25/0_00000/140110/
smallest,cohort,25,0_00000,False,True,806,805,25,25,11,140111,smallest/cohort/25/0_00000/140111/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,12,140112,smallest/cohort/25/0_00000/140112/
smallest,cohort,25,0_00000,False,True,197,196,25,25,13,140113,smallest/cohort/25/0_00000/140113/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,14,140114,smallest/cohort/25/0_00000/140114/
smallest,cohort,25,0_00000,False,True,620,619,25,25,15,140115,smallest/cohort/25/0_00000/140115/
smallest,cohort,25,0_00000,False,True,217,216,25,25,16,140116,smallest/cohort/25/0_00000/140116/
smallest,cohort,25,0_00000,False,True,143,142,25,25,17,140117,smallest/cohort/25/0_00000/140117/
smallest,cohort,25,0_00000,False,True,223,222,25,25,18,140118,smallest/cohort/25/0_00000/140118/
smallest,cohort,25,0_00000,False,True,136,135,25,25,19,140119,smallest/cohort/25/0_00000/140119/
smallest,cohort,25,0_00000,False,True,64,63,25,25,20,140120,smallest/cohort/25/0_00000/140120/
smallest,cohort,25,0_00000,False,True,689,688,25,25,21,140121,smallest/cohort/25/0_00000/140121/
smallest,cohort,25,0_00000,False,True,445,444,25,25,22,140122,smallest/cohort/25/0_00000/140122/
smallest,cohort,25,0_00000,False,True,159,158,25,25,23,140123,smallest/cohort/25/0_00000/140123/
smallest,cohort,25,0_00000,False,True,218,217,25,25,24,140124,smallest/cohort/25/0_00000/140124/
smallest,cohort,25,0_00000,False,True,96,95,25,25,25,140125,smallest/cohort/25/0_00000/140125/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,26,140126,smallest/cohort/25/0_00000/140126/
smallest,cohort,25,0_00000,False,True,218,217,25,25,27,140127,smallest/cohort/25/0_00000/140127/
smallest,cohort,25,0_00000,False,True,349,348,25,25,28,140128,smallest/cohort/25/0_00000/140128/
smallest,cohort,25,0_00000,False,True,48,47,25,25,29,140129,smallest/cohort/25/0_00000/140129/
smallest,cohort,25,0_00000,False,True,401,400,25,25,30,140130,smallest/cohort/25/0_00000/140130/
smallest,cohort,25,0_00000,False,True,1165,1164,25,25,31,140131,smallest/cohort/25/0_00000/140131/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,32,140132,smallest/cohort/25/0_00000/140132/
smallest,cohort,25,0_00000,False,True,131,130,25,25,33,140133,smallest/cohort/25/0_00000/140133/
smallest,cohort,25,0_00000,False,True,196,195,25,25,34,140134,smallest/cohort/25/0_00000/140134/
smallest,cohort,25,0_00000,False,True,429,428,25,25,35,140135,smallest/cohort/25/0_00000/140135/
smallest,cohort,25,0_00000,False,True,433,432,25,25,36,140136,smallest/cohort/25/0_00000/140136/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,37,140137,smallest/cohort/25/0_00000/140137/
smallest,cohort,25,0_00000,False,True,500,499,25,25,38,140138,smallest/cohort/25/0_00000/140138/
smallest,cohort,25,0_00000,False,True,1193,1192,25,25,39,140139,smallest/cohort/25/0_00000/140139/
smallest,cohort,25,0_00000,False,True,233,232,25,25,40,140140,smallest/cohort/25/0_00000/140140/
smallest,cohort,25,0_00000,False,True,209,208,25,25,41,140141,smallest/cohort/25/0_00000/140141/
smallest,cohort,25,0_00000,False,True,460,459,25,25,42,140142,smallest/cohort/25/0_00000/140142/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,43,140143,smallest/cohort/25/0_00000/140143/
smallest,cohort,25,0_00000,False,True,785,784,25,25,44,140144,smallest/cohort/25/0_00000/140144/
smallest,cohort,25,0_00000,False,True,268,267,25,25,45,140145,smallest/cohort/25/0_00000/140145/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,46,140146,smallest/cohort/25/0_00000/140146/
smallest,cohort,25,0_00000,False,True,152,151,25,25,47,140147,smallest/cohort/25/0_00000/140147/
smallest,cohort,25,0_00000,False,True,311,310,25,25,48,140148,smallest/cohort/25/0_00000/140148/
smallest,cohort,25,0_00000,True,False,-1,1200,25,25,49,140149,smallest/cohort/25/0_00000/140149/
smallest,cohort,25,0_50000,False,True,386,385,25,25,0,140200,smallest/cohort/25/0_50000/140200/
smallest,cohort,25,0_50000,False,True,1121,1120,25,25,1,140201,smallest/cohort/25/0_50000/140201/
smallest,cohort,25,0_50000,True,False,-1,1200,25,25,2,140202,smallest/cohort/25/0_50000/140202/
smallest,cohort,25,0_50000,False,True,326,325,25,25,3,140203,smallest/cohort/25/0_50000/140203/
smallest,cohort,25,0_50000,True,False,-1,1200,25,25,4,140204,smallest/cohort/25/0_50000/140204/
smallest,cohort,25,0_50000,True,False,-1,1200,25,25,5,140205,smallest/cohort/25/0_50000/140205/
smallest,cohort,25,0_50000,True,False,-1,1200,25,25,6,140206,smallest/cohort/25/0_50000/140206/
smallest,cohort,25,0_50000,False,True,722,721,25,25,7,140207,smallest/cohort/25/0_50000/140207/
smallest,cohort,25,0_50000,False,True,129,128,25,25,8,140208,smallest/cohort/25/0_50000/140208/
smallest,cohort,25,0_50000,False,True,319,318,25,25,9,140209,smallest/cohort/25/0_50000/140209/
smallest,cohort,25,0_50000,False,True,192,191,25,25,10,140210,smallest/cohort/25/0_50000/140210/
smallest,cohort,25,0_50000,True,False,-1,1200,25,25,11,140211,smallest/cohort/25/0_50000/140211/
smallest,cohort,25,0_50000,False,True,633,632,25,25,12,140212,smallest/cohort/25/0_50000/140212/
smallest,cohort,25,0_50000,False,True,686,685,25,25,13,140213,smallest/cohort/25/0_50000/140213/
smallest,cohort,25,0_50000,False,True,169,168,25,25,14,140214,smallest/cohort/25/0_50000/140214/
smallest,cohort,25,0_50000,False,True,290,289,25,25,15,140215,smallest/cohort/25/0_50000/140215/
smallest,cohort,25,0_50000,False,True,614,613,25,25,16,140216,smallest/cohort/25/0_50000/140216/
smallest,cohort,25,0_50000,False,True,110,109,25,25,17,140217,smallest/cohort/25/0_50000/140217/
smallest,cohort,25,0_50000,False,True,200,199,25,25,18,140218,smallest/cohort/25/0_50000/140218/
