problem,treatment,num_tests,dilution,finished,solution_found,first_gen_found,max_gen,max_score,max_actual_score,replicate_id,seed,directory
smallest,cohort,100,0_00000,True,False,-1,300,100,100,28,138128,smallest/cohort/100/0_00000/138128/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,29,138129,smallest/cohort/100/0_00000/138129/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,30,138130,smallest/cohort/100/0_00000/138130/
smallest,cohort,100,0_00000,True,False,-1,300,96,96,31,138131,smallest/cohort/100/0_00000/138131/
smallest,cohort,100,0_00000,False,True,177,176,96,96,32,138132,smallest/cohort/100/0_00000/138132/
smallest,cohort,100,0_00000,False,True,37,36,100,100,33,138133,smallest/cohort/100/0_00000/138133/
smallest,cohort,100,0_00000,False,True,279,278,100,100,34,138134,smallest/cohort/100/0_00000/138134/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,35,138135,smallest/cohort/100/0_00000/138135/
smallest,cohort,100,0_00000,True,False,-1,300,98,98,36,138136,smallest/cohort/100/0_00000/138136/
smallest,cohort,100,0_00000,False,True,116,115,97,97,37,138137,smallest/cohort/100/0_00000/138137/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,38,138138,smallest/cohort/100/0_00000/138138/
smallest,cohort,100,0_00000,False,True,105,104,100,100,39,138139,smallest/cohort/100/0_00000/138139/
smallest,cohort,100,0_00000,True,False,-1,300,100,100,40,138140,smallest/cohort/100/0_00000/138140/
smallest,cohort,100,0_00000,True,False,-1,300,95,95,41,138141,smallest/cohort/100/0_00000/138141/
smallest,cohort,100,0_00000,False,True,44,43,100,100,42,138142,smallest/cohort/100/0_00000/138142/
smallest,cohort,100,0_00000,False,True,54,53,100,100,43,138143,smallest/cohort/100/0_00000/138143/
smallest,cohort,100,0_00000,False,True,262,261,100,100,44,138144,smallest/cohort/100/0_00000/138144/
smallest,cohort,100,0_00000,False,True,179,178,100,100,45,138145,smallest/cohort/100/0_00000/138145/
smallest,cohort,100,0_00000,False,True,190,189,100,100,46,138146,smallest/cohort/100/0_00000/138146/
smallest,cohort,100,0_00000,False,True,230,229,100,100,47,138147,smallest/cohort/100/0_00000/138147/
smallest,cohort,100,0_00000,False,True,184,183,100,100,48,138148,smallest/cohort/100/0_00000/138148/
smallest,cohort,100,0_00000,False,True,248,247,100,100,49,138149,smallest/cohort/100/0_00000/138149/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,0,138200,smallest/cohort/100/0_50000/138200/
smallest,cohort,100,0_50000,False,True,96,95,100,100,1,138201,smallest/cohort/100/0_50000/138201/
smallest,cohort,100,0_50000,True,False,-1,300,97,88,2,138202,smallest/cohort/100/0_50000/138202/
smallest,cohort,100,0_50000,False,True,121,120,100,96,3,138203,smallest/cohort/100/0_50000/138203/
smallest,cohort,100,0_50000,False,True,171,170,99,99,4,138204,smallest/cohort/100/0_50000/138204/
smallest,cohort,100,0_50000,False,True,176,175,100,100,5,138205,smallest/cohort/100/0_50000/138205/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,6,138206,smallest/cohort/100/0_50000/138206/
smallest,cohort,100,0_50000,False,True,202,201,100,100,7,138207,smallest/cohort/100/0_50000/138207/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,8,138208,smallest/cohort/100/0_50000/138208/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,9,138209,smallest/cohort/100/0_50000/138209/
smallest,cohort,100,0_50000,False,True,277,276,100,100,10,138210,smallest/cohort/100/0_50000/138210/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,11,138211,smallest/cohort/100/0_50000/138211/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,12,138212,smallest/cohort/100/0_50000/138212/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,13,138213,smallest/cohort/100/0_50000/138213/
smallest,cohort,100,0_50000,False,True,47,46,98,95,14,138214,smallest/cohort/100/0_50000/138214/
smallest,cohort,100,0_50000,False,True,181,180,100,100,15,138215,smallest/cohort/100/0_50000/138215/
smallest,cohort,100,0_50000,True,False,-1,300,99,99,16,138216,smallest/cohort/100/0_50000/138216/
smallest,cohort,100,0_50000,False,True,63,62,98,92,17,138217,smallest/cohort/100/0_50000/138217/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,18,138218,smallest/cohort/100/0_50000/138218/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,19,138219,smallest/cohort/100/0_50000/138219/
smallest,cohort,100,0_50000,True,False,-1,300,96,93,20,138220,smallest/cohort/100/0_50000/138220/
smallest,cohort,100,0_50000,False,True,166,165,100,100,21,138221,smallest/cohort/100/0_50000/138221/
smallest,cohort,100,0_50000,False,True,148,147,100,100,22,138222,smallest/cohort/100/0_50000/138222/
smallest,cohort,100,0_50000,False,True,115,114,100,100,23,138223,smallest/cohort/100/0_50000/138223/
smallest,cohort,100,0_50000,True,False,-1,300,100,96,24,138224,smallest/cohort/100/0_50000/138224/
smallest,cohort,100,0_50000,False,True,45,44,100,100,25,138225,smallest/cohort/100/0_50000/138225/
smallest,cohort,100,0_50000,False,True,141,140,100,100,26,138226,smallest/cohort/100/0_50000/138226/
smallest,cohort,100,0_50000,False,True,195,194,100,100,27,138227,smallest/cohort/100/0_50000/138227/
smallest,cohort,100,0_50000,False,True,138,137,100,95,28,138228,smallest/cohort/100/0_50000/138228/
smallest,cohort,100,0_50000,False,True,165,164,100,100,29,138229,smallest/cohort/100/0_50000/138229/
smallest,cohort,100,0_50000,True,False,-1,300,100,99,30,138230,smallest/cohort/100/0_50000/138230/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,31,138231,smallest/cohort/100/0_50000/138231/
smallest,cohort,100,0_50000,False,True,292,291,100,97,32,138232,smallest/cohort/100/0_50000/138232/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,33,138233,smallest/cohort/100/0_50000/138233/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,34,138234,smallest/cohort/100/0_50000/138234/
smallest,cohort,100,0_50000,True,False,-1,300,96,93,35,138235,smallest/cohort/100/0_50000/138235/
smallest,cohort,100,0_50000,False,True,70,69,100,100,36,138236,smallest/cohort/100/0_50000/138236/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,37,138237,smallest/cohort/100/0_50000/138237/
smallest,cohort,100,0_50000,False,True,200,199,100,100,38,138238,smallest/cohort/100/0_50000/138238/
smallest,cohort,100,0_50000,False,True,119,118,100,100,39,138239,smallest/cohort/100/0_50000/138239/
smallest,cohort,100,0_50000,True,False,-1,300,100,97,40,138240,smallest/cohort/100/0_50000/138240/
smallest,cohort,100,0_50000,True,False,-1,300,100,97,41,138241,smallest/cohort/100/0_50000/138241/
smallest,cohort,100,0_50000,True,False,-1,300,100,98,42,138242,smallest/cohort/100/0_50000/138242/
smallest,cohort,100,0_50000,True,False,-1,300,99,99,43,138243,smallest/cohort/100/0_50000/138243/
smallest,cohort,100,0_50000,False,True,126,125,98,98,44,138244,smallest/cohort/100/0_50000/138244/
smallest,cohort,100,0_50000,True,False,-1,300,97,90,45,138245,smallest/cohort/100/0_50000/138245/
smallest,cohort,100,0_50000,False,True,292,291,100,100,46,138246,smallest/cohort/100/0_50000/138246/
smallest,cohort,100,0_50000,True,False,-1,300,96,91,47,138247,smallest/cohort/100/0_50000/138247/
smallest,cohort,100,0_50000,False,True,177,176,100,100,48,138248,smallest/cohort/100/0_50000/138248/
smallest,cohort,100,0_50000,True,False,-1,300,100,100,49,138249,smallest/cohort/100/0_50000/138249/
smallest,cohort,100,0_75000,True,False,-1,300,100,94,0,138300,smallest/cohort/100/0_75000/138300/
smallest,cohort,100,0_75000,True,False,-1,300,100,98,1,138301,smallest/cohort/100/0_75000/138301/
smallest,cohort,100,0_75000,False,True,74,73,100,100,2,138302,smallest/cohort/100/0_75000/138302/
smallest,cohort,100,0_75000,True,False,-1,300,100,100,3,138303,smallest/cohort/100/0_75000/138303/
smallest,cohort,100,0_75000,True,False,-1,300,100,95,4,138304,smallest/cohort/100/0_75000/138304/
smallest,cohort,100,0_75000,True,False,-1,300,100,96,5,138305,smallest/cohort/100/0_75000/138305/
smallest,cohort,100,0_75000,True,False,-1,300,99,87,6,138306,smallest/cohort/100/0_75000/138306/
smallest,cohort,100,0_75000,True,False,-1,300,100,91,7,138307,smallest/cohort/100/0_75000/138307/
smallest,cohort,100,0_75000,True,False,-1,300,100,100,8,138308,smallest/cohort/100/0_75000/138308/
smallest,cohort,100,0_75000,False,True,85,84,99,89,9,138309,smallest/cohort/100/0_75000/138309/
smallest,cohort,100,0_75000,True,False,-1,300,97,78,10,138310,smallest/cohort/100/0_75000/138310/
smallest,cohort,100,0_75000,True,False,-1,300,100,86,11,138311,smallest/cohort/100/0_75000/138311/
smallest,cohort,100,0_75000,True,False,-1,300,100,98,12,138312,smallest/cohort/100/0_75000/138312/
smallest,cohort,100,0_75000,True,False,-1,300,100,98,13,138313,smallest/cohort/100/0_75000/138313/
smallest,cohort,100,0_75000,True,False,-1,300,99,91,14,138314,smallest/cohort/100/0_75000/138314/
smallest,cohort,100,0_75000,True,False,-1,300,100,94,15,138315,smallest/cohort/100/0_75000/138315/
smallest,cohort,100,0_75000,True,False,-1,300,100,94,16,138316,smallest/cohort/100/0_75000/138316/
smallest,cohort,100,0_75000,True,False,-1,300,100,85,17,138317,smallest/cohort/100/0_75000/138317/
smallest,cohort,100,0_75000,True,False,-1,300,100,97,18,138318,smallest/cohort/100/0_75000/138318/
smallest,cohort,100,0_75000,True,False,-1,300,100,89,19,138319,smallest/cohort/100/0_75000/138319/
smallest,cohort,100,0_75000,True,False,-1,300,100,86,20,138320,smallest/cohort/100/0_75000/138320/
smallest,cohort,100,0_75000,True,False,-1,300,100,98,21,138321,smallest/cohort/100/0_75000/138321/
smallest,cohort,100,0_75000,False,True,202,201,100,98,22,138322,smallest/cohort/100/0_75000/138322/
smallest,cohort,100,0_75000,True,False,-1,300,99,87,23,138323,smallest/cohort/100/0_75000/138323/
smallest,cohort,100,0_75000,False,True,170,169,100,100,24,138324,smallest/cohort/100/0_75000/138324/
smallest,cohort,100,0_75000,True,False,-1,300,99,89,25,138325,smallest/cohort/100/0_75000/138325/
smallest,cohort,100,0_75000,True,False,-1,300,100,97,26,138326,smallest/cohort/100/0_75000/138326/
smallest,cohort,100,0_75000,True,False,-1,300,100,90,27,138327,smallest/cohort/100/0_75000/138327/
smallest,cohort,100,0_75000,False,True,29,28,96,85,28,138328,smallest/cohort/100/0_75000/138328/
smallest,cohort,100,0_75000,False,True,76,75,95,86,29,138329,smallest/cohort/100/0_75000/138329/
smallest,cohort,100,0_75000,True,False,-1,300,95,86,30,138330,smallest/cohort/100/0_75000/138330/
smallest,cohort,100,0_75000,True,False,-1,300,99,80,31,138331,smallest/cohort/100/0_75000/138331/
smallest,cohort,100,0_75000,True,False,-1,300,99,89,32,138332,smallest/cohort/100/0_75000/138332/
smallest,cohort,100,0_75000,True,False,-1,300,98,80,33,138333,smallest/cohort/100/0_75000/138333/
smallest,cohort,100,0_75000,False,True,213,212,100,100,34,138334,smallest/cohort/100/0_75000/138334/
smallest,cohort,100,0_75000,True,False,-1,300,100,93,35,138335,smallest/cohort/100/0_75000/138335/
smallest,cohort,100,0_75000,True,False,-1,300,99,88,36,138336,smallest/cohort/100/0_75000/138336/
smallest,cohort,100,0_75000,True,False,-1,300,100,93,37,138337,smallest/cohort/100/0_75000/138337/
smallest,cohort,100,0_75000,True,False,-1,300,100,99,38,138338,smallest/cohort/100/0_75000/138338/
smallest,cohort,100,0_75000,False,True,111,110,100,97,39,138339,smallest/cohort/100/0_75000/138339/
smallest,cohort,100,0_75000,False,True,88,87,100,100,40,138340,smallest/cohort/100/0_75000/138340/
smallest,cohort,100,0_75000,True,False,-1,300,99,92,41,138341,smallest/cohort/100/0_75000/138341/
smallest,cohort,100,0_75000,True,False,-1,300,100,90,42,138342,smallest/cohort/100/0_75000/138342/
smallest,cohort,100,0_75000,True,False,-1,300,100,95,43,138343,smallest/cohort/100/0_75000/138343/
smallest,cohort,100,0_75000,True,False,-1,300,100,95,44,138344,smallest/cohort/100/0_75000/138344/
smallest,cohort,100,0_75000,True,False,-1,300,99,88,45,138345,smallest/cohort/100/0_75000/138345/
smallest,cohort,100,0_75000,False,True,113,112,100,99,46,138346,smallest/cohort/100/0_75000/138346/
smallest,cohort,100,0_75000,True,False,-1,300,99,85,47,138347,smallest/cohort/100/0_75000/138347/
smallest,cohort,100,0_75000,False,True,162,161,100,100,48,138348,smallest/cohort/100/0_75000/138348/
smallest,cohort,100,0_75000,True,False,-1,300,100,94,49,138349,smallest/cohort/100/0_75000/138349/
smallest,cohort,100,0_90000,True,False,-1,300,100,89,0,138400,smallest/cohort/100/0_90000/138400/
smallest,cohort,100,0_90000,True,False,-1,300,100,81,1,138401,smallest/cohort/100/0_90000/138401/
smallest,cohort,100,0_90000,True,False,-1,300,100,82,2,138402,smallest/cohort/100/0_90000/138402/
smallest,cohort,100,0_90000,True,False,-1,300,100,77,3,138403,smallest/cohort/100/0_90000/138403/
smallest,cohort,100,0_90000,True,False,-1,300,100,95,4,138404,smallest/cohort/100/0_90000/138404/
smallest,cohort,100,0_90000,True,False,-1,300,99,69,5,138405,smallest/cohort/100/0_90000/138405/
smallest,cohort,100,0_90000,True,False,-1,300,100,76,6,138406,smallest/cohort/100/0_90000/138406/
smallest,cohort,100,0_90000,True,False,-1,300,100,69,7,138407,smallest/cohort/100/0_90000/138407/
smallest,cohort,100,0_90000,True,False,-1,300,100,82,8,138408,smallest/cohort/100/0_90000/138408/
smallest,cohort,100,0_90000,True,False,-1,300,100,76,9,138409,smallest/cohort/100/0_90000/138409/
smallest,cohort,100,0_90000,True,False,-1,300,100,72,10,138410,smallest/cohort/100/0_90000/138410/
smallest,cohort,100,0_90000,True,False,-1,300,100,77,11,138411,smallest/cohort/100/0_90000/138411/
smallest,cohort,100,0_90000,True,False,-1,300,100,69,12,138412,smallest/cohort/100/0_90000/138412/
smallest,cohort,100,0_90000,True,False,-1,300,100,79,13,138413,smallest/cohort/100/0_90000/138413/
smallest,cohort,100,0_90000,True,False,-1,300,100,76,14,138414,smallest/cohort/100/0_90000/138414/
smallest,cohort,100,0_90000,True,False,-1,300,100,74,15,138415,smallest/cohort/100/0_90000/138415/
smallest,cohort,100,0_90000,True,False,-1,300,100,73,16,138416,smallest/cohort/100/0_90000/138416/
smallest,cohort,100,0_90000,True,False,-1,300,100,84,17,138417,smallest/cohort/100/0_90000/138417/
smallest,cohort,100,0_90000,True,False,-1,300,100,82,18,138418,smallest/cohort/100/0_90000/138418/
smallest,cohort,100,0_90000,True,False,-1,300,100,71,19,138419,smallest/cohort/100/0_90000/138419/
smallest,cohort,100,0_90000,True,False,-1,300,100,80,20,138420,smallest/cohort/100/0_90000/138420/
smallest,cohort,100,0_90000,True,False,-1,300,100,79,21,138421,smallest/cohort/100/0_90000/138421/
smallest,cohort,100,0_90000,True,False,-1,300,100,75,22,138422,smallest/cohort/100/0_90000/138422/
smallest,cohort,100,0_90000,True,False,-1,300,100,96,23,138423,smallest/cohort/100/0_90000/138423/
smallest,cohort,100,0_90000,True,False,-1,300,100,86,24,138424,smallest/cohort/100/0_90000/138424/
smallest,cohort,100,0_90000,True,False,-1,300,100,68,25,138425,smallest/cohort/100/0_90000/138425/
smallest,cohort,100,0_90000,True,False,-1,300,100,78,26,138426,smallest/cohort/100/0_90000/138426/
smallest,cohort,100,0_90000,True,False,-1,300,100,76,27,138427,smallest/cohort/100/0_90000/138427/
smallest,cohort,100,0_90000,True,False,-1,300,100,88,28,138428,smallest/cohort/100/0_90000/138428/
smallest,cohort,100,0_90000,True,False,-1,300,100,78,29,138429,smallest/cohort/100/0_90000/138429/
smallest,cohort,100,0_90000,True,False,-1,300,100,72,30,138430,smallest/cohort/100/0_90000/138430/
smallest,cohort,100,0_90000,True,False,-1,300,99,73,31,138431,smallest/cohort/100/0_90000/138431/
smallest,cohort,100,0_90000,True,False,-1,300,98,75,32,138432,smallest/cohort/100/0_90000/138432/
smallest,cohort,100,0_90000,True,False,-1,300,100,64,33,138433,smallest/cohort/100/0_90000/138433/
smallest,cohort,100,0_90000,True,False,-1,300,100,77,34,138434,smallest/cohort/100/0_90000/138434/
smallest,cohort,100,0_90000,True,False,-1,300,100,71,35,138435,smallest/cohort/100/0_90000/138435/
smallest,cohort,100,0_90000,True,False,-1,300,100,79,36,138436,smallest/cohort/100/0_90000/138436/
smallest,cohort,100,0_90000,True,False,-1,300,100,81,37,138437,smallest/cohort/100/0_90000/138437/
smallest,cohort,100,0_90000,True,False,-1,300,100,72,38,138438,smallest/cohort/100/0_90000/138438/
smallest,cohort,100,0_90000,True,False,-1,300,100,87,39,138439,smallest/cohort/100/0_90000/138439/
smallest,cohort,100,0_90000,True,False,-1,300,100,77,40,138440,smallest/cohort/100/0_90000/138440/
smallest,cohort,100,0_90000,True,False,-1,300,100,76,41,138441,smallest/cohort/100/0_90000/138441/
smallest,cohort,100,0_90000,True,False,-1,300,100,86,42,138442,smallest/cohort/100/0_90000/138442/
smallest,cohort,100,0_90000,True,False,-1,300,100,93,43,138443,smallest/cohort/100/0_90000/138443/
smallest,cohort,100,0_90000,True,False,-1,300,100,75,44,138444,smallest/cohort/100/0_90000/138444/
smallest,cohort,100,0_90000,True,False,-1,300,99,73,45,138445,smallest/cohort/100/0_90000/138445/
smallest,cohort,100,0_90000,True,False,-1,300,100,75,46,138446,smallest/cohort/100/0_90000/138446/
smallest,cohort,100,0_90000,True,False,-1,300,99,76,47,138447,smallest/cohort/100/0_90000/138447/
smallest,cohort,100,0_90000,True,False,-1,300,100,86,48,138448,smallest/cohort/100/0_90000/138448/
smallest,cohort,100,0_90000,True,False,-1,300,100,72,49,138449,smallest/cohort/100/0_90000/138449/
smallest,cohort,100,0_95000,True,False,-1,300,99,68,0,138500,smallest/cohort/100/0_95000/138500/
smallest,cohort,100,0_95000,True,False,-1,300,100,80,1,138501,smallest/cohort/100/0_95000/138501/
smallest,cohort,100,0_95000,True,False,-1,300,100,76,2,138502,smallest/cohort/100/0_95000/138502/
smallest,cohort,100,0_95000,True,False,-1,300,100,82,3,138503,smallest/cohort/100/0_95000/138503/
smallest,cohort,100,0_95000,True,False,-1,300,100,68,4,138504,smallest/cohort/100/0_95000/138504/
smallest,cohort,100,0_95000,True,False,-1,300,100,86,5,138505,smallest/cohort/100/0_95000/138505/
smallest,cohort,100,0_95000,True,False,-1,300,100,69,6,138506,smallest/cohort/100/0_95000/138506/
smallest,cohort,100,0_95000,True,False,-1,300,100,78,7,138507,smallest/cohort/100/0_95000/138507/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,8,138508,smallest/cohort/100/0_95000/138508/
smallest,cohort,100,0_95000,True,False,-1,300,100,75,9,138509,smallest/cohort/100/0_95000/138509/
smallest,cohort,100,0_95000,True,False,-1,300,100,73,10,138510,smallest/cohort/100/0_95000/138510/
smallest,cohort,100,0_95000,True,False,-1,300,98,41,11,138511,smallest/cohort/100/0_95000/138511/
smallest,cohort,100,0_95000,True,False,-1,300,100,78,12,138512,smallest/cohort/100/0_95000/138512/
smallest,cohort,100,0_95000,True,False,-1,300,100,76,13,138513,smallest/cohort/100/0_95000/138513/
smallest,cohort,100,0_95000,True,False,-1,300,100,69,14,138514,smallest/cohort/100/0_95000/138514/
smallest,cohort,100,0_95000,True,False,-1,300,100,76,15,138515,smallest/cohort/100/0_95000/138515/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,16,138516,smallest/cohort/100/0_95000/138516/
smallest,cohort,100,0_95000,True,False,-1,300,100,72,17,138517,smallest/cohort/100/0_95000/138517/
smallest,cohort,100,0_95000,True,False,-1,300,100,86,18,138518,smallest/cohort/100/0_95000/138518/
smallest,cohort,100,0_95000,True,False,-1,300,99,68,19,138519,smallest/cohort/100/0_95000/138519/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,20,138520,smallest/cohort/100/0_95000/138520/
smallest,cohort,100,0_95000,True,False,-1,300,100,79,21,138521,smallest/cohort/100/0_95000/138521/
smallest,cohort,100,0_95000,True,False,-1,300,100,87,22,138522,smallest/cohort/100/0_95000/138522/
smallest,cohort,100,0_95000,True,False,-1,300,100,79,23,138523,smallest/cohort/100/0_95000/138523/
smallest,cohort,100,0_95000,True,False,-1,300,100,77,24,138524,smallest/cohort/100/0_95000/138524/
smallest,cohort,100,0_95000,True,False,-1,300,100,73,25,138525,smallest/cohort/100/0_95000/138525/
smallest,cohort,100,0_95000,True,False,-1,300,100,72,26,138526,smallest/cohort/100/0_95000/138526/
smallest,cohort,100,0_95000,True,False,-1,300,100,70,27,138527,smallest/cohort/100/0_95000/138527/
smallest,cohort,100,0_95000,True,False,-1,300,100,79,28,138528,smallest/cohort/100/0_95000/138528/
smallest,cohort,100,0_95000,True,False,-1,300,100,69,29,138529,smallest/cohort/100/0_95000/138529/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,30,138530,smallest/cohort/100/0_95000/138530/
smallest,cohort,100,0_95000,True,False,-1,300,100,76,31,138531,smallest/cohort/100/0_95000/138531/
smallest,cohort,100,0_95000,True,False,-1,300,100,81,32,138532,smallest/cohort/100/0_95000/138532/
smallest,cohort,100,0_95000,True,False,-1,300,100,82,33,138533,smallest/cohort/100/0_95000/138533/
smallest,cohort,100,0_95000,True,False,-1,300,100,69,34,138534,smallest/cohort/100/0_95000/138534/
smallest,cohort,100,0_95000,True,False,-1,300,99,78,35,138535,smallest/cohort/100/0_95000/138535/
smallest,cohort,100,0_95000,True,False,-1,300,100,61,36,138536,smallest/cohort/100/0_95000/138536/
smallest,cohort,100,0_95000,True,False,-1,300,100,82,37,138537,smallest/cohort/100/0_95000/138537/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,38,138538,smallest/cohort/100/0_95000/138538/
smallest,cohort,100,0_95000,True,False,-1,300,100,70,39,138539,smallest/cohort/100/0_95000/138539/
smallest,cohort,100,0_95000,True,False,-1,300,100,69,40,138540,smallest/cohort/100/0_95000/138540/
smallest,cohort,100,0_95000,True,False,-1,300,100,57,41,138541,smallest/cohort/100/0_95000/138541/
smallest,cohort,100,0_95000,True,False,-1,300,100,79,42,138542,smallest/cohort/100/0_95000/138542/
smallest,cohort,100,0_95000,True,False,-1,300,100,76,43,138543,smallest/cohort/100/0_95000/138543/
smallest,cohort,100,0_95000,True,False,-1,300,100,81,44,138544,smallest/cohort/100/0_95000/138544/
smallest,cohort,100,0_95000,True,False,-1,300,100,68,45,138545,smallest/cohort/100/0_95000/138545/
smallest,cohort,100,0_95000,True,False,-1,300,100,71,46,138546,smallest/cohort/100/0_95000/138546/
smallest,cohort,100,0_95000,True,False,-1,300,100,79,47,138547,smallest/cohort/100/0_95000/138547/
smallest,cohort,100,0_95000,True,False,-1,300,100,72,48,138548,smallest/cohort/100/0_95000/138548/
smallest,cohort,100,0_95000,True,False,-1,300,100,74,49,138549,smallest/cohort/100/0_95000/138549/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,0,139100,smallest/cohort/50/0_00000/139100/
smallest,cohort,50,0_00000,False,True,146,145,49,49,1,139101,smallest/cohort/50/0_00000/139101/
smallest,cohort,50,0_00000,False,True,381,380,50,50,2,139102,smallest/cohort/50/0_00000/139102/
smallest,cohort,50,0_00000,False,True,77,76,50,50,3,139103,smallest/cohort/50/0_00000/139103/
smallest,cohort,50,0_00000,False,True,331,330,50,50,4,139104,smallest/cohort/50/0_00000/139104/
smallest,cohort,50,0_00000,False,True,118,117,50,50,5,139105,smallest/cohort/50/0_00000/139105/
smallest,cohort,50,0_00000,False,True,98,97,50,50,6,139106,smallest/cohort/50/0_00000/139106/
smallest,cohort,50,0_00000,False,True,183,182,50,50,7,139107,smallest/cohort/50/0_00000/139107/
smallest,cohort,50,0_00000,False,True,173,172,50,50,8,139108,smallest/cohort/50/0_00000/139108/
smallest,cohort,50,0_00000,False,True,210,209,50,50,9,139109,smallest/cohort/50/0_00000/139109/
smallest,cohort,50,0_00000,False,True,477,476,50,50,10,139110,smallest/cohort/50/0_00000/139110/
smallest,cohort,50,0_00000,False,True,461,460,50,50,11,139111,smallest/cohort/50/0_00000/139111/
smallest,cohort,50,0_00000,False,True,294,293,50,50,12,139112,smallest/cohort/50/0_00000/139112/
smallest,cohort,50,0_00000,False,True,286,285,50,50,13,139113,smallest/cohort/50/0_00000/139113/
smallest,cohort,50,0_00000,False,True,255,254,50,50,14,139114,smallest/cohort/50/0_00000/139114/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,15,139115,smallest/cohort/50/0_00000/139115/
smallest,cohort,50,0_00000,False,True,320,319,50,50,16,139116,smallest/cohort/50/0_00000/139116/
smallest,cohort,50,0_00000,True,False,-1,600,50,50,17,139117,smallest/cohort/50/0_00000/139117/
